,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,severo-kurilsk,50.6789,156.125,36.39,87,85,13.71,RU,1620801336
284,lufilufi,-13.8745,-171.5986,78.8,89,40,3.44,WS,1620801337
285,ekhabi,53.5102,142.9671,42.15,69,1,11.52,RU,1620801337
286,xifeng,42.7372,124.7222,70.74,26,100,16.64,CN,1620801337
287,trinidad,-14.8333,-64.9,66.81,85,60,5.41,BO,1620801206
288,kirensk,57.7853,108.1119,46.08,36,100,8.01,RU,1620801338
289,geraldton,-28.7667,114.6,80.6,54,3,13.8,AU,1620801251
290,leningradskiy,69.3833,178.4167,31.77,96,100,10.09,RU,1620801339
291,ormara,25.2088,64.6357,87.71,60,0,19.04,PK,1620801339
292,hami,42.8,93.45,77.74,26,100,6.49,CN,1620801339
293,wajima,37.4,136.9,66.2,42,0,6.91,JP,1620801340
294,walvis bay,-22.9575,14.5053,69.8,28,0,14.97,NA,1620801203
295,margate,51.3813,1.3862,53.01,74,0,4.0,GB,1620801327
296,vila franca do campo,37.7167,-25.4333,55.4,88,20,3.44,PT,1620801341
297,avera,33.194,-82.5271,66.2,97,90,3.44,US,1620801341
298,donskoye,45.4552,41.9741,55.4,62,0,8.95,RU,1620801342
299,puerto gaitan,4.3133,-72.0816,71.64,96,98,1.61,CO,1620801197
300,gijon,43.5357,-5.6615,57.2,58,40,11.5,ES,1620801138
301,wairoa,-39.0333,177.3667,54.0,97,100,11.01,NZ,1620801342
302,shintomi,32.0785,131.4723,69.8,94,75,2.3,JP,1620801343
303,barao de melgaco,-16.1944,-55.9675,71.6,83,0,5.75,BR,1620801343
304,kabanjahe,3.1001,98.4908,82.4,89,75,6.91,ID,1620801343
305,kastamonu,41.5,33.6667,48.2,53,0,4.61,TR,1620801137
306,vao,-22.6667,167.4833,74.88,78,100,19.55,NC,1620801344
307,zelenoborskiy,66.845,32.3622,46.99,100,100,1.45,RU,1620800772
308,srednekolymsk,67.45,153.6833,28.99,77,97,0.36,RU,1620801345
309,karratha,-20.7377,116.8463,88.61,29,0,9.15,AU,1620801345
310,vestmanna,62.1564,-7.1664,39.2,75,20,11.5,FO,1620801345
311,kalat,29.0225,66.5916,72.23,13,0,15.28,PK,1620801346
312,yellowknife,62.456,-114.3525,30.2,74,20,9.22,CA,1620801346
313,pingliang,35.5392,106.6861,75.96,43,100,13.89,CN,1620801347
314,makat,47.6469,53.3463,77.32,35,79,23.15,KZ,1620801347
315,richards bay,-28.783,32.0377,71.62,41,0,3.13,ZA,1620801066
316,santa maria,-29.6842,-53.8069,43.68,80,11,2.55,BR,1620801348
317,broken hill,-31.95,141.4333,62.6,45,0,4.61,AU,1620801348
318,lompoc,34.6391,-120.4579,53.6,94,0,3.44,US,1620801348
319,eyemouth,55.8713,-2.0901,46.0,87,100,5.01,GB,1620801349
320,verkh-usugli,52.7,115.1667,58.57,17,100,9.69,RU,1620801349
321,goderich,43.7501,-81.7165,41.0,81,4,10.36,CA,1620801350
322,pentecoste,-3.7928,-39.2703,75.0,85,79,1.01,BR,1620801350
323,papetoai,-17.4961,-149.8729,80.6,69,75,1.14,PF,1620801351
324,ust-kulom,61.6864,53.6902,67.66,48,100,10.49,RU,1620801311
325,corredor,8.64,-82.946,74.98,96,100,2.8,CR,1620801351
326,alpena,45.0617,-83.4327,39.2,65,1,3.44,US,1620801352
327,khrebtovaya,56.7032,104.2494,40.21,46,100,9.35,RU,1620801352
328,pevek,69.7008,170.3133,25.92,84,100,0.98,RU,1620801353
329,mehamn,71.0357,27.8492,41.0,65,75,2.3,NO,1620801353
330,souillac,-20.5167,57.5167,80.6,74,40,9.22,MU,1620801353
331,okhotsk,59.3833,143.3,36.23,73,100,7.94,RU,1620801354
332,tezu,27.9167,96.1667,71.85,93,100,2.86,IN,1620801354
333,nyurba,63.2842,118.3319,47.73,34,8,7.72,RU,1620801354
334,nome,64.5011,-165.4064,39.99,87,1,12.66,US,1620801355
335,seymchan,62.8833,152.4333,38.66,57,93,2.35,RU,1620801355
336,uong bi,21.0333,106.7833,87.8,79,75,11.5,VN,1620801356
337,wasilla,61.5814,-149.4394,48.2,76,90,4.61,US,1620801242
338,miragoane,18.4423,-73.0876,78.91,77,100,2.3,HT,1620801356
339,alta floresta,-9.8756,-56.0861,69.69,79,96,3.02,BR,1620801357
340,pouembout,-21.1333,164.9,76.84,80,100,5.75,NC,1620801357
341,nantucket,41.2835,-70.0995,53.6,40,90,17.27,US,1620801358
342,tazovskiy,67.4667,78.7,33.66,99,100,7.49,RU,1620801358
343,peleduy,59.6289,112.7406,40.71,76,100,10.38,RU,1620801358
344,casper,42.8666,-106.3131,36.0,86,1,3.44,US,1620801150
345,port-cartier,50.0334,-66.8654,41.0,87,75,4.61,CA,1620801359
346,torit,4.4133,32.5678,72.55,83,100,2.53,SS,1620801359
347,krasnoselkup,65.7,82.4667,39.65,70,100,15.41,RU,1620801360
348,klaksvik,62.2266,-6.589,39.2,75,20,11.5,FO,1620801360
349,polis,35.0367,32.4264,77.0,73,0,11.5,CY,1620801361
350,beloha,-25.1667,45.05,75.34,56,4,8.08,MG,1620801361
351,kempele,64.9131,25.5034,60.01,72,0,4.61,FI,1620801361
352,malanje,-9.5402,16.341,64.49,71,0,5.7,AO,1620801362
353,nikolskoye,59.7035,30.7861,69.01,34,0,4.47,RU,1620801362
354,misratah,32.3754,15.0925,68.9,74,53,17.52,LY,1620801363
355,peno,56.9262,32.7426,65.35,59,0,7.74,RU,1620801363
356,huarmey,-10.0681,-78.1522,65.17,86,6,5.91,PE,1620801363
357,slave lake,55.2834,-114.769,44.6,61,1,2.3,CA,1620801364
358,durban,-29.8579,31.0292,68.0,68,0,1.14,ZA,1620801364
359,los llanos de aridane,28.6585,-17.9182,64.4,68,20,12.66,ES,1620801365
360,tiznit,29.5833,-9.5,62.13,57,37,1.1,MA,1620801365
361,labuhan,-6.8844,112.2051,88.11,61,57,7.4,ID,1620801365
362,waingapu,-9.6567,120.2641,84.2,60,10,14.97,ID,1620801366
363,sao filipe,14.8961,-24.4956,76.21,66,0,9.06,CV,1620801366
364,sorland,67.667,12.6934,46.4,87,75,13.8,NO,1620801367
365,mao,39.8885,4.2658,60.8,88,0,6.91,ES,1620801367
366,barentu,15.1139,37.5928,85.01,33,64,11.39,ER,1620801367
367,fort nelson,58.8053,-122.7002,51.8,58,75,3.44,CA,1620801368
368,victor harbor,-35.5667,138.6167,59.0,65,7,5.14,AU,1620801368
369,libano,4.9218,-75.0623,60.51,89,100,4.27,CO,1620801369
370,birsk,55.4211,55.5428,73.81,35,4,5.03,RU,1620801133
371,mogapinyana,-22.3667,27.6,59.0,77,0,3.85,BW,1620801369
372,naze,28.3667,129.4833,75.2,100,75,21.85,JP,1620801370
373,riviere-au-renard,48.9957,-64.3971,37.4,81,90,5.75,CA,1620801370
374,vokhtoga,58.8147,41.0461,66.22,54,7,3.53,RU,1620801371
375,canico,32.6333,-16.85,60.8,72,20,5.75,PT,1620801371
376,shetpe,44.1667,52.1167,75.29,37,0,13.58,KZ,1620801372
377,morant bay,17.8815,-76.4093,82.4,69,20,17.27,JM,1620801372
378,agadir,30.4202,-9.5982,55.4,88,0,3.44,MA,1620801372
379,sandy bay,-42.913,147.3532,57.2,62,75,8.05,AU,1620801373
380,longyearbyen,78.2186,15.6401,23.0,80,75,5.75,SJ,1620801373
381,kavieng,-2.5744,150.7967,80.19,82,100,10.0,PG,1620801374
382,kattivakkam,13.2167,80.3167,96.8,46,40,5.75,IN,1620801374
383,olafsvik,64.8945,-23.7142,38.52,63,31,3.85,IS,1620801374
384,mogadishu,2.0371,45.3438,80.6,69,90,16.11,SO,1620801375
385,madimba,-10.4,40.3333,73.4,83,20,19.57,TZ,1620801375
386,blythe,33.6103,-114.5964,84.2,17,1,9.22,US,1620801375
387,hyderabad,17.3753,78.4744,93.2,49,31,5.75,IN,1620801095
388,yar-sale,66.8333,70.8333,37.13,97,100,1.72,RU,1620801376
389,pacifica,37.6138,-122.4869,55.0,82,20,9.22,US,1620801176
390,egvekinot,66.3167,-179.1667,30.63,99,100,3.42,RU,1620801377
391,uri,34.0833,74.0333,71.2,62,77,5.82,IN,1620801377
392,lebyazhye,55.2689,66.4947,74.41,23,97,12.44,RU,1620801378
393,mirnyy,62.5353,113.9611,42.71,43,100,4.68,RU,1620801378
394,kolokani,13.5728,-8.0339,87.66,35,99,5.37,ML,1620801378
395,babushkin,51.7122,105.8647,48.04,55,43,9.01,RU,1620801379
396,ossora,59.2353,163.0719,33.1,81,30,5.53,RU,1620801379
397,ambulu,-8.345,113.6058,85.8,65,37,11.01,ID,1620801379
398,belyy yar,53.6039,91.3903,69.8,19,0,8.95,RU,1620801380
399,novyy urengoy,66.0833,76.6333,43.54,66,26,10.07,RU,1620801380
400,college,64.8569,-147.8028,50.0,76,40,4.61,US,1620801381
401,mount isa,-20.7333,139.5,82.4,23,0,9.22,AU,1620801381
402,jiangyou,31.7667,104.7167,80.46,49,100,5.46,CN,1620801124
403,flin flon,54.7682,-101.865,49.15,57,44,4.25,CA,1620801382
404,khartoum,15.5518,32.5324,94.08,33,42,12.8,SD,1620801382
405,honningsvag,70.9821,25.9704,39.2,60,75,3.44,NO,1620801382
406,sao felix do xingu,-6.6447,-51.995,69.57,96,100,1.88,BR,1620801383
407,bonavista,48.6499,-53.1147,39.99,87,100,4.61,CA,1620801383
408,vostok,46.4856,135.8833,53.71,53,100,6.24,RU,1620801383
409,nuuk,64.1835,-51.7216,32.0,93,75,4.61,GL,1620801128
410,coahuayana,18.7333,-103.6833,76.73,86,100,2.53,MX,1620801384
411,tiksi,71.6872,128.8694,26.65,80,99,7.0,RU,1620801384
412,oia,40.5426,-8.5386,59.0,82,75,6.91,PT,1620801385
413,buluang,13.3068,123.3425,89.19,60,89,2.39,PH,1620801385
414,mabaruma,8.2,-59.7833,71.24,97,49,1.48,GY,1620801386
415,salinopolis,-0.6136,-47.3561,75.78,89,98,5.35,BR,1620801386
416,ulladulla,-35.35,150.4667,64.99,77,20,8.05,AU,1620801387
417,vagur,61.4732,-6.8119,40.77,70,95,22.95,FO,1620801387
418,abalak,58.1286,68.5944,60.35,32,100,10.94,RU,1620801387
419,palkonda,18.6,83.75,99.81,36,18,4.9,IN,1620801388
420,vardo,70.3705,31.1107,39.2,75,75,6.91,NO,1620801388
421,mittagong,-34.45,150.45,66.99,73,85,3.0,AU,1620801388
422,neiafu,-18.65,-173.9833,77.0,73,75,5.75,TO,1620801389
423,petropavlovsk-kamchatskiy,53.0452,158.6483,50.0,43,89,11.18,RU,1620801389
424,saint-francois,46.4154,3.9054,50.0,87,0,3.44,FR,1620801390
425,prince george,53.9166,-122.753,51.01,57,20,3.44,CA,1620801259
426,marzuq,14.4,46.4667,86.58,22,100,2.59,YE,1620801390
427,antofagasta,-23.65,-70.4,59.0,82,90,2.3,CL,1620801390
428,jieshou,33.2634,115.3611,85.35,44,96,6.58,CN,1620801391
429,high rock,26.6208,-78.2833,78.8,83,40,6.91,BS,1620801391
430,shache,38.4167,77.2406,81.72,18,71,16.28,CN,1620801392
431,tura,25.5198,90.2201,84.42,53,53,2.77,IN,1620801392
432,azatavan,39.9832,44.5053,64.4,45,0,2.3,AM,1620801393
433,moundsville,39.9203,-80.7431,37.4,70,1,5.75,US,1620801393
434,port lincoln,-34.7333,135.8667,60.57,56,76,6.91,AU,1620801393
435,yuci,37.6803,112.7319,86.0,20,0,4.47,CN,1620801394
436,sola,-13.8833,167.55,78.8,94,75,14.81,VU,1620801394
437,atar,20.5169,-13.0499,79.2,14,4,11.5,MR,1620801394
438,kinsale,51.7075,-8.5306,48.0,93,75,6.91,IE,1620801302
439,dalby,-27.1833,151.2667,64.4,88,75,1.14,AU,1620801395
440,voyvozh,62.892,54.9635,65.43,53,100,12.08,RU,1620801395
441,eydhafushi,5.1033,73.0708,79.75,89,100,26.22,MV,1620801396
442,zemio,5.0314,25.1361,72.18,94,100,1.01,CF,1620801396
443,tarko-sale,64.9225,77.785,46.0,68,17,14.07,RU,1620801396
444,vanimo,-2.6741,141.3028,82.67,77,53,5.77,PG,1620801397
445,jiayuguan,39.8167,98.3,74.71,13,10,11.72,CN,1620801397
446,broome,42.2506,-75.833,39.99,75,1,9.22,US,1620801398
447,yining,29.0361,114.5636,78.84,73,100,2.73,CN,1620801398
448,tateyama,34.9833,139.8667,70.0,77,75,10.36,JP,1620801399
449,necochea,-38.5473,-58.7368,44.71,59,0,10.98,AR,1620801399
450,dunedin,-45.8742,170.5036,44.01,64,6,1.01,NZ,1620801122
451,akdepe,42.0551,59.3788,80.6,34,0,18.41,TM,1620801400
452,clyde river,70.4692,-68.5914,24.8,100,90,4.61,CA,1620801400
453,portland,45.5234,-122.6762,60.01,68,100,2.28,US,1620801160
454,ambon,-3.6954,128.1814,89.6,70,40,6.91,ID,1620801401
455,khani,41.9563,42.9566,62.6,59,0,5.75,GE,1620801401
456,lipari,38.4674,14.954,69.01,64,3,22.57,IT,1620801401
457,emerald,-23.5333,148.1667,86.0,39,75,6.91,AU,1620801402
458,teguldet,57.3064,88.1667,67.73,30,96,3.89,RU,1620801402
459,kashi,39.4547,75.9797,78.8,15,0,11.18,CN,1620801403
460,meulaboh,4.1363,96.1285,83.97,73,100,2.66,ID,1620801403
461,haapiti,-17.5667,-149.8667,80.6,69,75,1.14,PF,1620801403
462,moville,42.4889,-96.0725,43.0,56,1,4.61,US,1620801404
463,kumano,34.3442,132.5894,63.0,100,75,11.5,JP,1620801404
464,marabba,12.35,32.1833,84.92,57,92,15.28,SD,1620801405
465,te anau,-45.4167,167.7167,37.94,82,3,2.15,NZ,1620801405
466,camana,-16.6228,-72.7111,66.63,75,32,7.61,PE,1620801406
467,marquette,46.5333,-87.6335,39.0,55,2,1.99,US,1620801406
468,pila,53.1515,16.7378,67.96,70,6,9.06,PL,1620801406
469,three hills,51.7001,-113.2686,33.8,86,0,5.75,CA,1620801407
470,bondo,3.8146,23.6866,74.57,86,100,0.2,CD,1620801407
471,toamasina,-18.1667,49.3833,78.8,73,40,11.5,MG,1620801408
472,borba,-4.3878,-59.5939,71.78,98,23,1.63,BR,1620801408
473,edea,3.8,10.1333,75.2,100,75,1.68,CM,1620801409
474,save,8.0425,2.486,78.17,79,15,7.81,BJ,1620801409
475,moa,20.6569,-74.9403,77.27,89,33,10.33,CU,1620801410
476,gat,31.61,34.7642,75.0,47,0,1.01,IL,1620801182
477,lexington,37.9887,-84.4777,50.0,53,90,12.66,US,1620801407
478,chiredzi,-21.05,31.6667,72.09,49,0,0.51,ZW,1620801410
479,lucea,18.451,-78.1736,78.8,78,20,4.61,JM,1620801411
480,santa cruz de tenerife,28.4682,-16.2546,66.99,82,40,23.02,ES,1620801411
481,orsha,54.5153,30.4053,59.0,62,0,13.42,BY,1620801411
482,komsomolskiy,40.4272,71.7189,77.0,31,0,9.22,UZ,1620801412
483,synya,65.3718,58.0387,49.28,91,100,8.77,RU,1620801412
484,panacan,9.2463,118.4082,84.2,84,90,11.5,PH,1620801412
485,nizhniy kuranakh,58.8353,125.4869,41.94,85,100,7.18,RU,1620801413
486,guerrero negro,27.9769,-114.0611,58.39,84,0,10.78,MX,1620801413
487,hambantota,6.1241,81.1185,87.8,74,75,6.91,LK,1620801414
488,talnakh,69.4865,88.3972,34.21,100,100,2.55,RU,1620801414
489,antalaha,-14.9003,50.2788,81.0,63,96,10.16,MG,1620801414
490,baculin,7.4525,126.5842,82.8,77,100,7.02,PH,1620801415
491,roald,62.5833,6.1333,48.2,87,75,2.3,NO,1620801415
492,jumla,29.2747,82.1838,65.1,47,84,8.32,NP,1620801416
493,yarada,17.65,83.2667,93.2,59,40,11.5,IN,1620801416
494,gasa,31.5,34.4667,75.0,47,0,1.01,PS,1620801416
495,port macquarie,-31.4333,152.9167,69.01,95,100,1.01,AU,1620801417
496,gigmoto,13.7796,124.39,85.23,71,21,8.25,PH,1620801417
497,glazov,58.1394,52.6584,69.93,48,0,3.67,RU,1620801126
498,agirish,61.9247,63.0231,53.04,67,100,8.46,RU,1620801418
499,rio gallegos,-51.6226,-69.2181,44.6,76,0,6.91,AR,1620801418
500,trat,12.5,102.5,91.4,62,20,11.5,TH,1620801419
501,bainbridge,47.6262,-122.5212,57.0,84,100,3.53,US,1620801419
502,umm kaddadah,13.6017,26.6876,88.25,40,84,11.32,SD,1620801420
503,sterling,39.0062,-77.4286,53.6,32,75,10.36,US,1620801213
504,ouango,4.3133,22.5552,71.6,97,100,2.84,CF,1620801420
505,fenoarivo atsinanana,-17.3667,49.4167,78.8,78,75,16.11,MG,1620801420
506,tomatlan,19.9333,-105.25,74.64,79,100,0.87,MX,1620801421
507,marawi,7.9986,124.2928,91.0,67,92,4.16,PH,1620801421
508,pangnirtung,66.1451,-65.7125,20.14,82,100,7.2,CA,1620801422
509,constitucion,-35.3333,-72.4167,52.65,55,5,5.06,CL,1620801422
510,fortuna,40.5982,-124.1573,48.0,93,1,0.89,US,1620801180
511,vieste,41.8825,16.175,64.4,63,20,10.36,IT,1620801423
512,mahajanga,-15.7167,46.3167,84.2,58,20,9.22,MG,1620801423
513,carutapera,-1.195,-46.02,73.04,94,57,4.41,BR,1620801424
514,kalmunai,7.4167,81.8167,89.92,59,93,10.89,LK,1620801424
515,natalio,-26.7167,-55.0833,55.0,99,95,3.58,PY,1620801424
516,kailua,21.4022,-157.7394,77.0,73,20,12.66,US,1620801425
517,mandalgovi,45.7625,106.2708,51.01,40,100,7.31,MN,1620801425
518,mae hong son,19.3003,97.9685,91.4,55,40,6.91,TH,1620801425
519,charters towers,-20.1,146.2667,83.5,45,72,3.0,AU,1620801426
520,ushtobe,45.2514,77.9838,68.83,26,6,14.88,KZ,1620801427
521,goya,-29.14,-59.2626,44.69,79,0,4.47,AR,1620801427
522,dauphin,51.1494,-100.0502,59.0,20,1,14.97,CA,1620801197
523,fort-shevchenko,44.5086,50.263,62.89,55,5,10.16,KZ,1620801427
524,hanzhong,33.0728,107.0303,82.47,47,37,3.56,CN,1620801428
525,moose factory,51.2585,-80.6094,32.0,100,1,4.61,CA,1620801428
526,dali,25.7,100.1833,76.19,35,100,9.82,CN,1620801429
527,eyl,7.9803,49.8164,81.25,73,98,22.35,SO,1620801429
528,washougal,45.5826,-122.3534,62.6,51,1,1.19,US,1620801430
529,kaili,-3.4626,120.2147,78.1,71,55,4.23,ID,1620801430
530,pavino,59.1139,46.1414,66.34,44,0,2.66,RU,1620801430
531,ixtapa,20.7,-105.2,81.0,69,15,1.92,MX,1620801431
532,dingle,10.9995,122.6711,89.42,58,67,11.92,PH,1620801431
533,marsh harbour,26.5412,-77.0636,77.32,83,100,11.86,BS,1620801431
534,duluth,46.7833,-92.1066,44.6,76,1,4.23,US,1620801260
535,onzaga,6.3443,-72.8173,56.95,86,100,4.76,CO,1620801432
536,inverell,-29.7833,151.1167,62.01,52,96,3.0,AU,1620801432
537,bull savanna,17.8868,-77.5902,74.41,82,1,12.88,JM,1620801433
538,tadine,-21.55,167.8833,74.95,76,98,16.84,NC,1620801433
539,burnie,-41.0667,145.9167,54.0,69,84,5.01,AU,1620801361
540,cockburn town,21.4612,-71.1419,78.98,83,6,22.3,TC,1620801434
541,dolinsk,47.35,142.8,44.6,61,33,11.18,RU,1620801434
542,revda,56.801,59.9303,69.8,43,0,6.71,RU,1620801435
543,sinop,41.7711,34.8709,55.4,76,0,6.91,TR,1620801435
544,mvuma,-19.2792,30.5283,63.52,49,0,8.81,ZW,1620801435
545,havre-saint-pierre,50.2334,-63.5986,37.4,87,90,4.61,CA,1620801436
546,umm lajj,25.0213,37.2685,86.23,43,0,4.7,SA,1620801436
547,bensonville,6.4461,-10.6125,75.2,94,75,3.0,LR,1620801436
548,usta muhammad,28.1794,68.0445,107.56,6,0,11.48,PK,1620801437
549,oktyabrskoye,43.0645,44.7417,51.8,71,0,8.95,RU,1620801437
550,albanel,48.8832,-72.4487,46.4,53,63,5.75,CA,1620801438
551,lima,-12.0432,-77.0282,62.6,82,0,5.75,PE,1620801179
552,bom jardim,-7.7958,-35.5872,67.69,96,91,3.78,BR,1620801438
553,coihaique,-45.5752,-72.0662,53.6,71,98,5.75,CL,1620801438
554,peniche,39.3558,-9.3811,60.01,85,4,8.99,PT,1620801439
555,kieta,-6.2167,155.6333,81.57,78,31,3.24,PG,1620801439
556,lhokseumawe,5.1801,97.1507,86.36,68,100,8.68,ID,1620801440
557,velez-malaga,36.7726,-4.1005,66.0,40,2,5.23,ES,1620801440
558,tayu,-6.5397,111.0518,87.55,65,59,11.1,ID,1620801441
559,middelburg,-25.7751,29.4648,62.02,25,0,4.47,ZA,1620801441
560,locri,38.2414,16.2623,68.0,64,40,13.8,IT,1620801441
561,batesville,35.7698,-91.641,55.4,82,90,6.91,US,1620801163
562,jalu,29.0331,21.5482,83.98,12,0,9.35,LY,1620801442
563,san pablo,14.0669,121.3258,93.99,70,50,3.0,PH,1620801442
564,salisbury,51.0693,-1.7957,52.0,100,20,6.91,GB,1620801422
565,itaporanga,-7.3044,-38.1503,70.05,85,23,7.29,BR,1620801443
